Time t,theta 1,theta 2,theta 3,omega 1,omega 2,omega 3
19.36,0,1.0472,-1.0472,0,3.75167e-015,-1.68825e-014
19.37,0,1.0472,-1.0472,0,3.7536e-015,-1.68912e-014
19.38,0,1.0472,-1.0472,0,3.75554e-015,-1.68999e-014
19.39,0,1.0472,-1.0472,0,3.75748e-015,-1.69087e-014
19.4,0,1.0472,-1.0472,0,3.75942e-015,-1.69174e-014
19.41,0,1.0472,-1.0472,0,3.76135e-015,-1.69261e-014
19.42,0,1.0472,-1.0472,0,3.76329e-015,-1.69348e-014
19.43,0,1.0472,-1.0472,0,3.76523e-015,-1.69435e-014
19.44,0,1.0472,-1.0472,0,3.76717e-015,-1.69523e-014
19.45,0,1.0472,-1.0472,0,3.76911e-015,-1.6961e-014
19.46,0,1.0472,-1.0472,0,3.77104e-015,-1.69697e-014
19.47,0,1.0472,-1.0472,0,3.77298e-015,-1.69784e-014
19.48,0,1.0472,-1.0472,0,3.77492e-015,-1.69871e-014
19.49,0,1.0472,-1.0472,0,3.77686e-015,-1.69959e-014
19.5,0,1.0472,-1.0472,0,3.7788e-015,-1.70046e-014
19.51,0,1.0472,-1.0472,0,3.78073e-015,-1.70133e-014
19.52,0,1.0472,-1.0472,0,3.78267e-015,-1.7022e-014
19.53,0,1.0472,-1.0472,0,3.78461e-015,-1.70307e-014
19.54,0,1.0472,-1.0472,0,3.78655e-015,-1.70395e-014
19.55,0,1.0472,-1.0472,0,3.78848e-015,-1.70482e-014
19.56,0,1.0472,-1.0472,0,3.79042e-015,-1.70569e-014
19.57,0,1.0472,-1.0472,0,3.79236e-015,-1.70656e-014
19.58,0,1.0472,-1.0472,0,3.7943e-015,-1.70743e-014
19.59,0,1.0472,-1.0472,0,3.79624e-015,-1.70831e-014
19.6,0,1.0472,-1.0472,0,3.79817e-015,-1.70918e-014
19.61,0,1.0472,-1.0472,0,3.80011e-015,-1.71005e-014
19.62,0,1.0472,-1.0472,0,3.80205e-015,-1.71092e-014
19.63,0,1.0472,-1.0472,0,3.80399e-015,-1.71179e-014
19.64,0,1.0472,-1.0472,0,3.80593e-015,-1.71267e-014
19.65,0,1.0472,-1.0472,0,3.80786e-015,-1.71354e-014
19.66,0,1.0472,-1.0472,0,3.8098e-015,-1.71441e-014
19.67,0,1.0472,-1.0472,0,3.81174e-015,-1.71528e-014
19.68,0,1.0472,-1.0472,0,3.81368e-015,-1.71615e-014
19.69,0,1.0472,-1.0472,0,3.81561e-015,-1.71703e-014
19.7,0,1.0472,-1.0472,0,3.81755e-015,-1.7179e-014
19.71,0,1.0472,-1.0472,0,3.81949e-015,-1.71877e-014
19.72,0,1.0472,-1.0472,0,3.82143e-015,-1.71964e-014
19.73,0,1.0472,-1.0472,0,3.82337e-015,-1.72051e-014
19.74,0,1.0472,-1.0472,0,3.8253e-015,-1.72139e-014
19.75,0,1.0472,-1.0472,0,3.82724e-015,-1.72226e-014
19.76,0,1.0472,-1.0472,0,3.82918e-015,-1.72313e-014
19.77,0,1.0472,-1.0472,0,3.83112e-015,-1.724e-014
19.78,0,1.0472,-1.0472,0,3.83306e-015,-1.72487e-014
19.79,0,1.0472,-1.0472,0,3.83499e-015,-1.72575e-014
19.8,0,1.0472,-1.0472,0,3.83693e-015,-1.72662e-014
19.81,0,1.0472,-1.0472,0,3.83887e-015,-1.72749e-014
19.82,0,1.0472,-1.0472,0,3.84081e-015,-1.72836e-014
19.83,0,1.0472,-1.0472,0,3.84274e-015,-1.72923e-014
19.84,0,1.0472,-1.0472,0,3.84468e-015,-1.73011e-014
19.85,0,1.0472,-1.0472,0,3.84662e-015,-1.73098e-014
19.86,0,1.0472,-1.0472,0,3.84856e-015,-1.73185e-014
19.87,0,1.0472,-1.0472,0,3.8505e-015,-1.73272e-014
19.88,0,1.0472,-1.0472,0,3.85243e-015,-1.7336e-014
19.89,0,1.0472,-1.0472,0,3.85437e-015,-1.73447e-014
19.9,0,1.0472,-1.0472,0,3.85631e-015,-1.73534e-014
19.91,0,1.0472,-1.0472,0,3.85825e-015,-1.73621e-014
19.92,0,1.0472,-1.0472,0,3.86018e-015,-1.73708e-014
19.93,0,1.0472,-1.0472,0,3.86212e-015,-1.73796e-014
19.94,0,1.0472,-1.0472,0,3.86406e-015,-1.73883e-014
19.95,0,1.0472,-1.0472,0,3.866e-015,-1.7397e-014
19.96,0,1.0472,-1.0472,0,3.86794e-015,-1.74057e-014
19.97,0,1.0472,-1.0472,0,3.86987e-015,-1.74144e-014
19.98,0,1.0472,-1.0472,0,3.87181e-015,-1.74232e-014
19.99,0,1.0472,-1.0472,0,3.87375e-015,-1.74319e-014
